Código INFOBRAS,Código Único de Inversión,Código SNIP,Nombre de la obra,Modalidad de ejecución,Estado de obra,Fecha de Inicio,Monto Expediente Técnico,Distrito,Provincia,Región
501785,2527734,2527734,"RENOVACION DE PUENTE; EN EL(LA) SANTA ROSA DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,14/11/2023 00:00:00,679587.69,YANACANCHA,PASCO,PASCO
501784,2527736,2527736,"RENOVACION DE PUENTE; EN EL(LA) BALLENA DISTRITO DE HUAYLLAY, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,25/09/2023 00:00:00,531842.64,HUAYLLAY,PASCO,PASCO
501782,2527731,2527731,"RENOVACION DE PUENTE; EN EL(LA) QUIPIL DISTRITO DE PAUCARTAMBO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,1/11/2023 00:00:00,633798.65,PAUCARTAMBO,PASCO,PASCO
501781,2527665,2527665,"RENOVACION DE PUENTE; EN EL(LA) MARATAPA DISTRITO DE PAUCARTAMBO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,12/10/2023 00:00:00,557855.61,PAUCARTAMBO,PASCO,PASCO
501780,2527712,2527712,"RENOVACION DE PUENTE; EN EL(LA) CARHUAC 1 DISTRITO DE NINACACA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,25/09/2023 00:00:00,827860.85,NINACACA,PASCO,PASCO
501776,2527681,2527681,"RENOVACION DE PUENTE; EN EL(LA) CONOC DISTRITO DE HUAYLLAY, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,3/10/2023 00:00:00,596825,HUAYLLAY,PASCO,PASCO
501480,2573072,2573072,"RENOVACION DE COBERTURA; REPARACION DE AMBIENTE ADMINISTRATIVO; EN EL(LA) BIBLIOTECA MUNICIPAL DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,11/04/2023 00:00:00,851544.63,OXAPAMPA,OXAPAMPA,PASCO
501367,2250751,2250751,"MEJORAMIENTO DE LA CARRETERA LOS ALPES - SANTA ETELVINA - SAN CRISPIN - ALTO OYON - SAN JUAN, PUENTE ENTAZ Y PUENTE SAN JUAN - DISTRITO DE VILLA RICA - PROVINCIA DE OXAPAMPA - PASCO - II ETAPA",Administración directa,Finalizado,24/04/2023 00:00:00,3617417.07,VILLA RICA,OXAPAMPA,PASCO
501354,2546865,2546865,"CREACION DEL CAMPO DEPORTIVO CON GRASS SINTETICO EN EL CASERIO DE QUISHUARNIYOC, DISTRITO DE SANTA ANA DE TUSI - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO",Contrata,Finalizado,5/08/2024 00:00:00,402217.73,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
501303,2470466,2470466,"mejoramiento de capacidades de productores cafetaleros en cosecha, postcosecha, transformación y comercialización del café en los distritos de Chontabamba, Huancabamba, Pozuzo, puerto Bermúdez, villa rica y distrito de Oxapampa - provincia de Oxapampa departamento de Pasco",Administración directa,En Ejecución,1/06/2023 00:00:00,14873139.72,VILLA RICA,OXAPAMPA,PASCO
501260,2578551,2578551,"ADQUISICION DE COMPUTADORA (LABORATORIO), IMPRESORA, MOBILIARIO DE OFICINA Y CABLEADO ESTRUCTURADO; ADEMÁS DE OTROS ACTIVOS EN EL(LA) MUNICIPALIDAD DIDTRITAL DE HUACHON DISTRITO DE HUACHON, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Finalizado,27/04/2023 00:00:00,193818.67,HUACHON,PASCO,PASCO
501147,2516292,2516292,"CONSTRUCCION DE ARMADO DE ALUMBRADO PUBLICO; EN EL(LA) CAMPO DE ATERRIZAJE DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,17/11/2022 00:00:00,200354,OXAPAMPA,OXAPAMPA,PASCO
501114,2242760,2242760,"MEJORAMIENTO DE LOS JIRONES DE LA ZONA COMERCIAL EN LA CIUDAD DE VILLA RICA, DISTRITO DE VILLA RICA - OXAPAMPA - PASCO",Administración directa,En Ejecución,1/06/2023 00:00:00,4866973.26,VILLA RICA,OXAPAMPA,PASCO
501104,2546941,2546941,"ADQUISICION DE EQUIPO DE VIDEO VIGILANCIA Y EQUIPO DE COMUNICACION; EN EL(LA) ZONA URBANA DEL DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,16/03/2023 00:00:00,421934.38,OXAPAMPA,OXAPAMPA,PASCO
501069,2130352,2130352,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LAS ZONAS URBANAS DE SANTO DOMINGO, SAN CARLOS, SAN JOSE Y NUEVA BERNA Y CHURUMAZU, DISTRITO DE CHONTABAMBA-OXAPAMPA. II ETAPA",Administración directa,Finalizado,17/05/2023 00:00:00,4291437.10,CHONTABAMBA,OXAPAMPA,PASCO
501039,2450170,2450170,CREACION DEL SISTEMA DE TRATAMIENTO DE AGUA POTABLE MEDIANTE FILTRO LENTO DEL SECTOR 5 MANANTIALES DEL CENTRO POBLADO DE HUARAUCACA DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,25/05/2023 00:00:00,118996.26,TINYAHUARCO,PASCO,PASCO
500971,2531869,2531869,"CONSTRUCCION DE CAPTACION DE AGUA ; EN EL(LA) RECARGA HÍDRICA PARA 02 UNIDADES PRODUCTORAS DE LOS SISTEMAS DE RIEGO MOSCATUNA Y COCHACHINCHE-SANTA CLARA, DISTRITO DE PALLANCHACRA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Finalizado,8/05/2023 00:00:00,705267.65,PALLANCHACRA,PASCO,PASCO
500965,2485555,2485555,"ADQUISICION DE EQUIPO DE AMBIENTES DE BIENESTAR UNIVERSITARIO; EN EL(LA) COMEDOR UNIVERSITARIO EN LA LOCALIDAD YANACANCHA, DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,2/03/2023 00:00:00,295942.07,YANACANCHA,PASCO,PASCO
500935,2546301,2546301,"REPARACION DE PUENTE; EN EL(LA) C.P QUILLAZÚ - PROGRESO (PUENTE SAN LUIS) DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,15/03/2023 00:00:00,83131.46,CHONTABAMBA,OXAPAMPA,PASCO
500873,2573260,2573260,"CONSTRUCCION DE COBERTURA Y TRIBUNA Y/O PALCO; EN EL(LA) LOSA DEPORTIVA DE LA UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION SEDE CENTRAL DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,19/09/2023 00:00:00,1368706.83,YANACANCHA,DANIEL ALCIDES CARRION,PASCO
500808,2250751,2250751,"MEJORAMIENTO DE LA CARRETERA LOS ALPES - SANTA ETELVINA - SAN CRISPIN - ALTO OYON - SAN JUAN, PUENTE ENTAZ Y PUENTE SAN JUAN DEL DISTRITO DE VILLA RICA - OXAPAMPA - PASCO - II ETAPA",Administración directa,Finalizado,24/04/2023 00:00:00,3617417.07,VILLA RICA,OXAPAMPA,PASCO
500802,2576852,2576852,"MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA, SERVICIO DE EDUCACION PRIMARIA Y SERVICIO DE EDUCACIÓN INICIAL EN 3 UNIDADES PRODUCTORAS DE CENTROS POBLADOS CARTAGENA, CIUDAD CONSTITUCION DISTRITO DE CONSTITUCIÓN DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO",Administración directa,En Ejecución,10/04/2023 00:00:00,662826.40,CONSTITUCION,OXAPAMPA,PASCO
178745,2567211,2567211,"RENOVACION DE SISTEMA DE RIEGO; EN EL(LA) CENTRO DE PRODUCCION PILLAGUI, MASHAMPATA, SHIRACAPATA Y YANAMACHAY EN LA LOCALIDAD QUIPARACRA, DISTRITO DE HUACHON, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",150280.20,HUACHON,PASCO,PASCO
178700,2491135,2491135,"CONSTRUCCION DE PUENTE; EN DIEZ CARRETERAS VECINAL , DE LOS DISTRITOS VILCABAMBA, SANTA ANA DE TUSI, YANAHUANCA, TAPUC Y DEL DISTRITO DE SAN PEDRO DE PILLAO, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Contrata,En Ejecución,18/11/2022 00:00:00,4177531.98,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO
178664,2426998,2426998,"MONTAJE, INSTALACION Y CONSTRUCCION DE OBRAS CIVILES EN PUENTE MODULAR SANTA MATILDE",Contrata,Finalizado,10/11/2020 00:00:00,738537.72,,,PASCO
177991,2547052,2547052,CREACIÓN DE LOS SERVICIOS DE FORTALECIMIENTO DE CAPACIDADES EN GESTIÓN COMUNAL (LOCAL DE USOS MÚLTIPLES) EN LA COMUNIDAD NATIVA AMAMBAY DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,12/07/2023 00:00:00,270509.42,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177990,2547042,2547042,CREACIÓN DE LOS SERVICIOS DE FORTALECIMIENTO DE CAPACIDADES EN GESTIÓN COMUNAL ( LOCAL DE USOS MÚLTIPLES) EN LA COMUNIDAD NATIVA SAN FRANCISCO DE CAHUAPANAS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,1/08/2023 00:00:00,410112.51,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177988,2547034,2547034,CREACIÓN DE LOS SERVICIOS DE FORTALECIMIENTO DE CAPACIDADES EN GESTION COMUNAL (LOCAL DE USOS MULTIPLES) EN LA COMUNIDAD NATIVA TRES UNIDOS SAN JUAN DE DIOS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,19/07/2023 00:00:00,279741.23,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177967,2544993,2544993,"CONSTRUCCIÓN DE CERCO PERIMETRICO, COBERTURA Y AMBIENTE COMPLEMENTARIO; EN EL(LA) EESS UNIÓN SIRIA - PUERTO BERMUDEZ EN LA LOCALIDAD UNION SIRIA, DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,12/10/2022 00:00:00,283699.69,CONSTITUCION,OXAPAMPA,PASCO
177966,2493783,2493783,CREACION DE LA PLAZUELA EN EL CENTRO POBLADO DE SAN CRISTOBAL DEL DISTRITO DE PALCAZU - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,11/11/2022 00:00:00,334542.15,PALCAZU,OXAPAMPA,PASCO
177905,2527777,2527777,"RENOVACIÓN DE PUENTE; EN EL(LA) QUEBRADA AGUAJE DE LA VIA VECINAL PA-729 YESUPE DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,5/09/2023 00:00:00,1003441.99,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177904,2527703,2527703,"RENOVACIÓN DE PUENTE; EN EL(LA) QUEBRADA ALVARIÑO DE LA VIA VECINAL PA-728 ALVARIÑO DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,5/09/2023 00:00:00,1295396.95,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177832,2445434,2445434,CREACION DE LA CARRETERA VECINAL SAN LUIS - BUENOS AIRES - ALTO YAMUSHIMAS DEL DISTRITO DE CONSTITUCION - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO - SEGUNDA ETAPA,Contrata,Finalizado,18/11/2022 00:00:00,559723.46,CONSTITUCION,OXAPAMPA,PASCO
177811,2559035,2559035,"REMODELACION DE AULA DE EDUCACION INICIAL (CEBE); EN EL(LA) IE 34253 - HUANCABAMBA DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,7/11/2022 00:00:00,227506.30,HUANCABAMBA,OXAPAMPA,PASCO
177408,2527634,2527634,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PA-647 PRUSIA - DELFIN (PUENTE JUIZ) EN LA LOCALIDAD LA PRUSIA, DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,10/11/2022 00:00:00,169373.70,POZUZO,OXAPAMPA,PASCO
177172,2558737,2558737,"REPARACION DE PORTICO; EN EL(LA) ARCO DE INGRESO A LA LOCALIDAD DE TICLACAYAN DISTRITO DE TICLACAYAN, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,11/05/2023 00:00:00,327272.50,TICLACAYAN,PASCO,PASCO
177161,2559339,2559339,CREACIÓN DE LA LOSA DEPORTIVA MULTIUSOS EN LA I.E.P.M N° 34227 CC.NN. SANTA ROSA DE CHIVIS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,13/10/2023 00:00:00,155959.80,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177158,2502006,2502006,CREACIÓN DE LOSA DEPORTIVA MULTIUSOS EN EL BARRIO APETY DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,11/09/2023 00:00:00,193704.78,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177077,2499345,2499345,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSFERENCIA TECNOLÓGICA PARA LA PRODUCCIÓN DEL CULTIVO DE MARACUYA EN LA LOCALIDAD DE LA UNIÓN DE NAZARATEGUI, DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Administración directa,Finalizado,3/07/2023 00:00:00,141546.70,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177076,2548230,2548230,MEJORAMIENTO DE LOS SERVICIOS DEL SERVICIO DE APOYO AL DESARROLLO DE LA CADENA PRODUCTIVA DE CULTIVO DE CACAO EN LA COMUNIDAD NATIVA ACOLLA DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,12/05/2023 00:00:00,256925.04,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177067,2548219,2548219,"CREACION DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO DE PRODUCTORES ACUICOLAS EN LA COMUNIDAD NATIVA DE PUERTO OCOPA, DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Administración directa,Finalizado,2/05/2023 00:00:00,235628.41,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177066,2547055,2547055,"MEJORAMIENTO DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO PECUARIODE LA CADENA VACUNO EN LA COMUNIDAD NATIVA DE FLOR DE UN DIA ANACAYALI, DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Administración directa,Finalizado,8/11/2022 00:00:00,229973.91,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177047,2502116,2502116,CREACIÓN DE LOSA DEPORTIVA MULTIUSOS EN LA LOCALIDAD DE VILLA ALEGRE DE QUIRISHARI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,6/11/2023 00:00:00,206826.72,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177046,2559323,2559323,CREACIÓN DE LA LOSA DEPORTIVA MULTIUSOS EN EL BARRIO LORETO DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,4/09/2023 00:00:00,0,PUERTO BERMUDEZ,OXAPAMPA,PASCO
177042,2527790,2527790,"CONSTRUCCION DE PUENTE; EN EL(LA) LA QUEBRADA RAYA DE LA CC.NN. PUERTO OCOPA DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,3/10/2023 00:00:00,1925900.98,CONSTITUCION,OXAPAMPA,PASCO
177040,2527701,2527701,"CONSTRUCCION DE PUENTE; EN EL(LA) QUEBRADA BASANAS CC.NN. NUEVO ANTONIO DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,11/10/2023 00:00:00,2082649.05,CONSTITUCION,OXAPAMPA,PASCO
177039,2527770,2527770,"CONSTRUCCION DE PUENTE; EN EL(LA) SOBRE LA QUEBRADA COLPA DEL CASERIO PARAISO ASHANINKA DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,3/10/2023 00:00:00,2061047.77,CONSTITUCION,OXAPAMPA,PASCO
177037,2527787,2527787,"CONSTRUCCION DE PUENTE; EN EL(LA) LA QUEBRADA LLORONA EN LA CC.NN UNIDAD YANESHA DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,3/10/2023 00:00:00,2007659.28,CONSTITUCION,OXAPAMPA,PASCO
176622,2564323,2564323,"REMODELACION DEL COMPLEJO DEPORTIVO EN EL ASENTAMIENTO HUMANO DE TAHUANTINSUYO, DISTRITO DE CHAUPIMARCA, PROVINCIA DE PASCO, DEPARTAMENTO DE PASCO",Contrata,Finalizado,10/02/2023 00:00:00,1144977.29,CHAUPIMARCA,PASCO,PASCO
176585,2528849,2528849,"CONSTRUCCION DE ESTRUCTURA DE SOPORTE Y PLATAFORMA; EN EL(LA) PUENTE SOCORRO EN LA LOCALIDAD HUACHON, DISTRITO DE HUACHON, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Sin Ejecución,"",780992,HUACHON,PASCO,PASCO
176502,2561442,2561442,"CONSTRUCCION DE AULA DE EDUCACION PRIMARIA; EN EL(LA) IE 34036 SAGRADA FAMILIA - SIMON BOLIVAR DISTRITO DE SIMON BOLIVAR, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,25/12/2022 00:00:00,1366845.47,SIMON BOLIVAR,PASCO,PASCO
176418,2200154,259212,"MEJORAMIENTO DE PISTAS Y VEREDAS DE CALLES DEL CENTRO POBLADO DE VILLO, DISTRITO YANAHUANCA, PROVINCIA DANIEL CARRIÓN, REGIÓN PASCO",Contrata,En Ejecución,13/09/2023 00:00:00,2089369.50,YANAHUANCA,PASCO,PASCO
176247,2596901,2596901,1,Contrata,Sin Ejecución,"",1316637.24,,,PASCO
176245,2261032,308378,"INSTALACION DEL SERVICIO DE EDUCACION INICIAL DE LA I.E. SEMILLITAS DEL SABER DEL ANEXO DE YARHUAY, DISTRITO DE PAUCARTAMBO , PROVINCIA Y REGION PASCO",Contrata,Finalizado,14/04/2023 00:00:00,2922222.81,PAUCARTAMBO,PASCO,PASCO
176200,2446223,2446223,"CREACION DEL CICLOVIAS TRAMO CARRETERA CENTRAL SHELBY, VICCO, COCHAMARCA EN EL DISTRITO DE VICCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Administración directa,Paralizada,24/10/2022 00:00:00,635298.58,VICCO,PASCO,PASCO
176160,2564179,2564179,"REPARACION DE DEFENSA RIBEREÑA; EN EL(LA) A TRAVEZ DE LIMPIEZA Y DESCOLMATACION DEL RIO HUAYLAMAYO PROG. 0000 A 0500 KM DEL SECTOR PAMPACHICA, DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,17/11/2022 00:00:00,76248.95,HUANCABAMBA,OXAPAMPA,PASCO
175971,2562270,2562270,"REMODELACION DE AREA VERDE; EN EL(LA) Y EL ORNATO DE LA LOCALIDAD DE CONSTITUCION, DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,En Ejecución,2/12/2022 00:00:00,153526.46,CONSTITUCION,OXAPAMPA,PASCO
175839,2548693,2548693,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE EN EL SECTOR DE ALTO CAROLINA DEL DISTRITO DE HUANCABAMBA - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,13/10/2022 00:00:00,303187.26,HUANCABAMBA,OXAPAMPA,PASCO
175816,2560441,2560441,CREACION DE UN RESERVORIO EN EL BARRIO DE CHAGAMARCA DEL DISTRITO DE HUARIACA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,17/10/2022 00:00:00,111065.68,HUARIACA,PASCO,PASCO
175763,2227208,238199,"I ETAPA DEL PROYECTO AMPLIACION Y MEJORAMIENTO DEL ESTADIO MUNICIPAL DE NINACACA, DISTRITO DE NINACACA - PASCO - PASCO",Contrata,Finalizado,3/04/2023 00:00:00,"",NINACACA,PASCO,PASCO
175723,2319255,2319255,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA DE LA INSTITUCION EDUCATIVA N 34378 DEL CENTRO POBLADO CENTRO ESPERANZA DISTRITO PALCAZU, PROVINCIA OXAPAMPA - DEPARTAMENTO DE PASCO",Contrata,En Ejecución,11/04/2023 00:00:00,1844884.68,PALCAZU,OXAPAMPA,PASCO
175664,2535408,2535408,"REMODELACION DE INSTALACIONES EXTERIORES DE SERVICIOS BASICOS; EN EL(LA) DEL SISTEMA ELÉCTRICO DE LA CIUDAD UNIVERSITARIA SAN JUAN, SEDE CENTRAL DE LA UNDAC DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,En Ejecución,7/03/2023 00:00:00,1092107.72,YANACANCHA,PASCO,PASCO
175437,2250872,285436,"MEJORAMIENTO DE LAS CALLES DEL CENTRO POBLADO DE SAN JUAN DE MILPO , DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PASCO - PASCO",Obras por impuestos,Finalizado,18/05/2022 00:00:00,8578807.44,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
175345,2453246,2453246,"""MEJORAMIENTO Y AMPLIACIÓN DE LA CARRETERA VECINAL UNION LOBO- LORENCILLO I DISTRITO DE CONSTITUCIÓN - PROVINCIA DE OXAPAMPA -DEPARTAMENTO DE PASCO"" SEGUNDA ETAPA",Contrata,En Ejecución,5/11/2021 00:00:00,498604.90,OXAPAMPA,OXAPAMPA,PASCO
175336,2559960,2559960,"RENOVACION DE CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN Y RESERVORIO; EN EL(LA) SISTEMA DE AGUA POTABLE AMPATO DISTRITO DE TAPUC, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Administración directa,Finalizado,25/10/2022 00:00:00,112985.92,TAPUC,DANIEL ALCIDES CARRION,PASCO
175331,2560023,2560023,"RENOVACION DE CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN Y RESERVORIO; EN EL(LA) SISTEMA DE AGUA POTABLE CHAGIAN DISTRITO DE TAPUC, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Administración directa,Finalizado,26/10/2022 00:00:00,73004.06,TAPUC,DANIEL ALCIDES CARRION,PASCO
175328,2495596,2495596,CREACION DE LOCAL DE USOS MULTIPLES EN EL AA.HH. DANIEL ALCIDES CARRION DISTRITO DE YANACANCHA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,15/12/2022 00:00:00,282824.21,YANACANCHA,DANIEL ALCIDES CARRION,PASCO
175278,2527637,2527637,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PA 627 (PUENTE HERCULES) DEL SECTOR PUSAPNO DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,19/05/2023 00:00:00,886767.01,CHONTABAMBA,OXAPAMPA,PASCO
175197,2441372,2441372,CREACION DEL MURO DE MAMPOSTERIA DE PIEDRA EN LA ZONA ALEDAÑA AL PASAJE ALAMEDA ESCOLAR EN LA LOCALIDAD DE JUNIPALCA DEL DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,1/08/2022 00:00:00,405750.04,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
175180,2527617,2527617,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PA 631 (PUENTE ZIPIZU) DEL SECTOR GRAMAZÚ DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,12/05/2023 00:00:00,502242.16,CHONTABAMBA,OXAPAMPA,PASCO
175174,2527632,2527632,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PA 626 (PUENTE CEDRO YACU) DE SECTOR TINGO DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,19/05/2023 00:00:00,887000.40,CHONTABAMBA,OXAPAMPA,PASCO
175012,2514385,2514385,MEJORAMIENTO DE LOS SERVICIOS DE TRANSFERENCIA TECNOLÓGICA PARA LA TRANSFORMACIÓN DEL CACAO Y EL GRANO DE CAFÉ EN LA LOCALIDAD DE SAN ROQUE DE SHIMIAKI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,31/08/2023 00:00:00,147535,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174828,2507662,2507662,MEJORAMIENTO DE LOS SERVICIOS DEL CEMENTERIO GENERAL ESTEBAN LUCAS MENDOZA EN EL ANEXO CHAUYAR DEL DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,10/05/2023 00:00:00,0,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
174755,2558800,2558800,"REMODELACION DE CENTRO MEDICO; EN EL(LA) O CENTRO DE SALUD TIPO I-3 DEL DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,3/10/2022 00:00:00,248579.16,HUANCABAMBA,OXAPAMPA,PASCO
174474,2528228,2528228,"ADQUISICION DE TUBERIA; REPARACION DE BUZONETA; EN EL(LA) RED DE ALCANTARILLADO DEL JR. ABRAHAM VALDELOMAR, ENTRE LA AV. LAS AMÉRICAS Y EL JR. JOSE CARLOS MARIATEGUI DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,4/10/2022 00:00:00,26958.86,YANACANCHA,PASCO,PASCO
